Name,Brand,Price,Currency,Image,AltText,NewImage,URL,ProductID,Size,Supplier,Origin,Category_1,Category_2,Highlights,Description
Abu Auf instant coffee 2 in 1 - 24 Sachet - 40 gram,Abu auf,149.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4e/hd1/16987693121566/570758_main.jpg_200Wx200H,Abu Auf instant coffee 2 in 1 - 24 Sachet - 40 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hd0/hc9/16987693383710/570758_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/mixes-sachets/abu-auf-instant-coffee-2-1-240g-24/p/570758,570758,2g x Pack of 24,Carrefour,Egypt,Beverages,Coffee,"Create great-tasting beverages with these ready-to-brew packets.
Enjoy them anytime, anywhere in an instant.","Indulge premium quality instant coffee on the go.
Create great-tasting beverages with these ready-to-brew packets.
Enjoy them anytime, anywhere in an instant."
Zamzam Meat Spices - 70 gram,Zamzam,31.1,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h85/h0a/32939653365790/547104_main.jpg_200Wx200H,Zamzam Meat Spices - 70 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h53/h14/32939653627934/547104_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices-herbs/zamzam-meat-spices-70g/p/547104,547104,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bake Stix with Cheese Flavor Bigger Size,Bake stix,5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/h64/50551495163934/200Wx200H_617875_main.jpg,Bake Stix with Cheese Flavor Bigger Size,https://cdnprod.mafretailproxy.com/sys-master-root/he9/h6d/50551495426078/1700Wx1700H_617875_main.jpg,https://www.carrefouregypt.com/mafegy/en/baked-nachos/bake-stix-cheese-bigger-1p/p/617875,617875,,Carrefour,Egypt,Food Cupboard,"Chips, Dips & Snacks",,
Imtenan Spring Flowers Honey - 450 gram,Imtenan,98.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hce/ha1/50334091018270/200Wx200H_617145_main.jpg,Imtenan Spring Flowers Honey - 450 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h3c/h9a/50334091280414/1700Wx1700H_617145_main.jpg,https://www.carrefouregypt.com/mafegy/en/natural-honey/imtenan-spring-flowers-honey450g/p/617145,617145,,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads",,
Shabah Mega Vanilla Wafer - 1 Piece,El shamadan,6.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4d/h84/49899335254046/200Wx200H_614899_main.jpg,Shabah Mega Vanilla Wafer - 1 Piece,https://cdnprod.mafretailproxy.com/sys-master-root/h7e/h7a/49899335516190/1700Wx1700H_614899_main.jpg,https://www.carrefouregypt.com/mafegy/en/wafers/shabah-mega-vanilla-wafer-1p/p/614899,614899,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes",,
Haj Arafa Lura - 30 gram,Haj Arafa,26.5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h50/h42/50311502364702/200Wx200H_613885_main.jpg,Haj Arafa Lura - 30 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h1e/h4c/50311502626846/1700Wx1700H_613885_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/haj-arafa-lura-30g/p/613885,613885,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Abu Ali Meat Masala 130 g,Abu ali,65.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h31/ha3/14952258338846/283407_main.jpg_200Wx200H,Abu Ali Meat Masala 130 g,https://cdnprod.mafretailproxy.com/sys-master-root/hf0/ha6/14952258469918/283407_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/spices-herbs/abu-ali-meat-masala-130g/p/283407,283407,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"Meat Masala made from whole spices that retain their natural oils, making every bite aromatic and full of flavour.
This masala is a blended spice mix that adds an earthy flavour to the spice mix.
Sourced from the best of farms, the recipe contains naturally rich masalas.","Meat Masala Is One Such Masala To Arrange The Delectable Tasty Meat.
Meat Masala made from whole spices that retain their natural oils, making every bite aromatic and full of flavour.
This masala is a blended spice mix that adds an earthy flavour to the spice mix.
Sourced from the best of farms, the recipe contains naturally rich masalas."
Bab Elsham Sumac - 40gm,Bab El Sham,19.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb3/h3a/50777898680350/200Wx200H_618495_main.jpg,Bab Elsham Sumac - 40gm,https://cdnprod.mafretailproxy.com/sys-master-root/h81/h44/50777898942494/1700Wx1700H_618495_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-sumac-40g/p/618495,618495,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
El Bawadi Chocolate Halawa Bar 40g x Pack of 12,El bawadi,64.3,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1e/h31/17317798445086/529368_main.jpg_200Wx200H,El Bawadi Chocolate Halawa Bar 40g x Pack of 12,https://cdnprod.mafretailproxy.com/sys-master-root/h50/h27/17317798707230/529368_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/hallawa/el-bawadi-halawa-bar-choco-40g-12/p/529368,529368,40g x Pack of 12,Carrefour,Egypt,Food Cupboard,"Jams, Honey & Spreads","Rich, smooth and creamy Classic Milk Chocolate which gives you more joy in every bite.
It offers you the reason to celebrate every small and big occasion of happiness.","El Bawadi Halawa choco Bar is for those everyday moments of joy that you want to share with your near and dear ones with something sweet.
Just one bite will take you into the world of warmth, happiness and spontaneous fun.
Rich, smooth and creamy Classic Milk Chocolate which gives you more joy in every bite.
It offers you the reason to celebrate every small and big occasion of happiness."
Shabah Mega Hazelnut Wafer - 1 Piece,El shamadan,6.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h71/ha8/49899333287966/200Wx200H_614897_main.jpg,Shabah Mega Hazelnut Wafer - 1 Piece,https://cdnprod.mafretailproxy.com/sys-master-root/h53/hb2/49899333550110/1700Wx1700H_614897_main.jpg,https://www.carrefouregypt.com/mafegy/en/wafers/shabah-mega-hazelnut-wafer-1p/p/614897,614897,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes",,
Haj Arafa Penne Oat Pasta - 400 gram,Haj Arafa,63.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h23/h47/32102317948958/560989_main.jpg_200Wx200H,Haj Arafa Penne Oat Pasta - 400 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h6a/h0a/32102318211102/560989_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/healthy-pasta/hajarafa-oat-pasta-penne-400g/p/560989,560989,,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses",,
Mini Bimbo Double Choco Biscuit - 1 Piece,Bimbo,2.55,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc7/hae/50736481599518/200Wx200H_618407_main.jpg,Mini Bimbo Double Choco Biscuit - 1 Piece,https://cdnprod.mafretailproxy.com/sys-master-root/he5/ha4/50736481861662/1700Wx1700H_618407_main.jpg,https://www.carrefouregypt.com/mafegy/en/chocolate-biscuits/mini-bimbo-double-choco-1-p/p/618407,618407,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes",,
Imtenan Herbal Salt - 100 Gram,Imtenan,47.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3c/hea/14953385492510/435256_main.jpg_200Wx200H,Imtenan Herbal Salt - 100 Gram,https://cdnprod.mafretailproxy.com/sys-master-root/h4b/hf0/14953385623582/435256_main.jpg_1700Wx1700H,https://www.carrefouregypt.com/mafegy/en/salt/imtenan-herbal-salt-100gm/p/435256,435256,100g,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,"It contains no additives or anti-caking agents, making it a healthier option as compared to iodized salt.","Imtenan Herbal Salt is 100 percent natural, which contains 84 minerals and is free from any chemical processing.
It contains no additives or anti-caking agents, making it a healthier option as compared to iodized salt."
Bimbo Choco Max Xl Biscuit - 1 Piece,Bimbo,6.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc3/hfc/50777895632926/200Wx200H_618405_main.jpg,Bimbo Choco Max Xl Biscuit - 1 Piece,https://cdnprod.mafretailproxy.com/sys-master-root/hac/had/50777896058910/1700Wx1700H_618405_main.jpg,https://www.carrefouregypt.com/mafegy/en/chocolate-biscuits/bimbo-choco-max-xl-1p/p/618405,618405,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes",,
Bab Elsham Seafood Spices Shaker - 30gm,Bab El Sham,33.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb3/hb8/50777900220446/200Wx200H_618492_main.jpg,Bab Elsham Seafood Spices Shaker - 30gm,https://cdnprod.mafretailproxy.com/sys-master-root/h98/hc6/50777900646430/1700Wx1700H_618492_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-seafood-spi-shaker30g/p/618492,618492,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bab Elsham Parsleyshaker - 15gm,Bab El Sham,24,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h85/h39/50777897369630/200Wx200H_618478_main.jpg,Bab Elsham Parsleyshaker - 15gm,https://cdnprod.mafretailproxy.com/sys-master-root/ha4/h2f/50777897631774/1700Wx1700H_618478_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-parsleyshaker-15g/p/618478,618478,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bake Stix with BBQ Flavor Bigger Size,Bake stix,5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h94/hd8/50538062413854/200Wx200H_617874_main.jpg,Bake Stix with BBQ Flavor Bigger Size,https://cdnprod.mafretailproxy.com/sys-master-root/h15/hd1/50538062675998/1700Wx1700H_617874_main.jpg,https://www.carrefouregypt.com/mafegy/en/baked-nachos/bake-stix-bbq-bigger-1p/p/617874,617874,,Carrefour,Egypt,Food Cupboard,"Chips, Dips & Snacks",,
Haj Arafa Dark Coffee - 50 gram,Haj Arafa,21.9,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h07/h7a/50143274336286/200Wx200H_616530_main.jpg,Haj Arafa Dark Coffee - 50 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hff/h87/50143274762270/1700Wx1700H_616530_main.jpg,https://www.carrefouregypt.com/mafegy/en/turkish-coffee/haj-arafa-coffee-dark-50g/p/616530,616530,,Carrefour,Egypt,Beverages,Coffee,,
Bake Stix with Oriental Sausage Flavor Bigger Size,Bake stix,5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb1/hcd/50551496146974/200Wx200H_617876_main.jpg,Bake Stix with Oriental Sausage Flavor Bigger Size,https://cdnprod.mafretailproxy.com/sys-master-root/h7f/hd7/50551496409118/1700Wx1700H_617876_main.jpg,https://www.carrefouregypt.com/mafegy/en/baked-nachos/bake-stix-oriental-sausage-bigger1p/p/617876,617876,,Carrefour,Egypt,Food Cupboard,"Chips, Dips & Snacks",,
Haj Arafa Green Thyme - 200gm,Haj Arafa,88.15,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb2/h72/50311408123934/200Wx200H_613881_main.jpg,Haj Arafa Green Thyme - 200gm,https://cdnprod.mafretailproxy.com/sys-master-root/h9c/h6e/50311408287774/1700Wx1700H_613881_main.jpg,https://www.carrefouregypt.com/mafegy/en/black-pepper/haj-arafa-black-pepper-powder-200g/p/613881,613881,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Zaeem Freekeh - 500 gram,Al zaeem,40.75,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hae/h09/51448596168734/200Wx200H_591250_main.jpg,Zaeem Freekeh - 500 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h32/h00/51448596430878/1700Wx1700H_591250_main.jpg,https://www.carrefouregypt.com/mafegy/en/black-eyed-peas/zaeem-freekeh-500g/p/591250,591250,,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses",,
Corona Chocolate Dark 72% - 6 Pieces,Corona,177.5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3a/h24/51510092431390/200Wx200H_618410_main.jpg,Corona Chocolate Dark 72% - 6 Pieces,https://cdnprod.mafretailproxy.com/sys-master-root/hbc/h1c/51510092693534/1700Wx1700H_618410_main.jpg,https://www.carrefouregypt.com/mafegy/en/chocolates/corona-chocolate-dark-72-6p/p/618410,618410,,Carrefour,Egypt,Food Cupboard,Chocolate & Candy,,
Bimbo Choco Max Xl Biscuit - 12 Piece,Bimbo,80.1,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he7/ha1/50736481927198/200Wx200H_618406_main.jpg,Bimbo Choco Max Xl Biscuit - 12 Piece,https://cdnprod.mafretailproxy.com/sys-master-root/hbd/h52/50736482189342/1700Wx1700H_618406_main.jpg,https://www.carrefouregypt.com/mafegy/en/chocolate-biscuits/bimbo-choco-max-xl-12p/p/618406,618406,,Carrefour,Egypt,Food Cupboard,"Biscuits, Crackers & Cakes",,
Afandy Brown Lentils - 250gm,Afandy,12.2,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h71/hf2/51848535375902/200Wx200H_620974_main.jpg,Afandy Brown Lentils - 250gm,https://cdnprod.mafretailproxy.com/sys-master-root/h3f/hfc/51848535638046/1700Wx1700H_620974_main.jpg,https://www.carrefouregypt.com/mafegy/en/lentils/afandy-brown-lentils-250-gm/p/620974,620974,,Carrefour,Egypt,,,,
AFANDY FAVA BEANS 250 GM,Afandy,9.95,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc1/h1d/51343973056542/200Wx200H_620971_main.jpg,AFANDY FAVA BEANS 250 GM,https://cdnprod.mafretailproxy.com/sys-master-root/h8f/h27/51343973318686/1700Wx1700H_620971_main.jpg,https://www.carrefouregypt.com/mafegy/en/beans/afandy-fava-beans-250-gm/p/620971,620971,,Carrefour,Egypt,Food Cupboard,"Rice, Pasta & Pulses",,
Afandy Yellow Lentils - 250gm,Afandy,14.25,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb9/h95/51848534720542/200Wx200H_620973_main.jpg,Afandy Yellow Lentils - 250gm,https://cdnprod.mafretailproxy.com/sys-master-root/h38/h9d/51848534982686/1700Wx1700H_620973_main.jpg,https://www.carrefouregypt.com/mafegy/en/lentils/afandy-yellow-lentils-250-gm/p/620973,620973,,Carrefour,Egypt,,,,
Al Asari Tea - 100 Sachet,Al Asari,55.45,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7a/hff/51860383924254/200Wx200H_609125_main.jpg,Al Asari Tea - 100 Sachet,https://cdnprod.mafretailproxy.com/sys-master-root/hb3/hb1/51860384153630/1700Wx1700H_609125_main.jpg,https://www.carrefouregypt.com/mafegy/en/tea-bags/al-asari-dust-tea-100tb/p/609125,609125,,Carrefour,Egypt,Beverages,Tea,,
Bab Elsham Basil Shaker - 15gm,Bab El Sham,24,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h91/h5c/50777826000926/200Wx200H_618481_main.jpg,Bab Elsham Basil Shaker - 15gm,https://cdnprod.mafretailproxy.com/sys-master-root/h12/h55/50777826263070/1700Wx1700H_618481_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-basil-shaker-15g/p/618481,618481,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bab Elsham Bbq Spices Shaker - 45gm,Bab El Sham,29.1,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9d/h8c/51860468596766/200Wx200H_618487_main.jpg,Bab Elsham Bbq Spices Shaker - 45gm,https://cdnprod.mafretailproxy.com/sys-master-root/h6b/h96/51860468858910/1700Wx1700H_618487_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-bbq-spices-shaker-45g/p/618487,618487,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bab Elsham Black Pepper Shaker - 60 gram,Bab El Sham,52.5,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h63/hc2/51860473184286/200Wx200H_620057_main.jpg,Bab Elsham Black Pepper Shaker - 60 gram,https://cdnprod.mafretailproxy.com/sys-master-root/h95/hb8/51860473446430/1700Wx1700H_620057_main.jpg,https://www.carrefouregypt.com/mafegy/en/black-pepper/bab-elsham-black-pepper-shaker-60g/p/620057,620057,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bab Elsham Cardamom Shaker - 40gm,Bab El Sham,106.05,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h94/h25/50777898024990/200Wx200H_618479_main.jpg,Bab Elsham Cardamom Shaker - 40gm,https://cdnprod.mafretailproxy.com/sys-master-root/h13/h2d/50777898287134/1700Wx1700H_618479_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-cardamom-shaker-40g/p/618479,618479,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bab Elsham Chili Flakes Shaker - 45gm,Bab El Sham,27.05,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h77/h18/51860467286046/200Wx200H_618484_main.jpg,Bab Elsham Chili Flakes Shaker - 45gm,https://cdnprod.mafretailproxy.com/sys-master-root/h45/h22/51860467548190/1700Wx1700H_618484_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-chili-flakes-shaker-45g/p/618484,618484,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bab Elsham Cumin Shaker - 50gm,Bab El Sham,71.35,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6a/h2d/50736479633438/200Wx200H_618497_main.jpg,Bab Elsham Cumin Shaker - 50gm,https://cdnprod.mafretailproxy.com/sys-master-root/hec/h25/50736479895582/1700Wx1700H_618497_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-cumin-shaker-50g/p/618497,618497,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bab Elsham Garam Masala Spices - 45 gram,Bab El Sham,33.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha7/h2a/51190715842590/200Wx200H_618493_main.jpg,Bab Elsham Garam Masala Spices - 45 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hd1/h26/51190716104734/1700Wx1700H_618493_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-garam-masa-shaker-45gm/p/618493,618493,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bab Elsham Ginger Shaker - 40gm,Bab El Sham,33.65,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha9/hc9/50777900711966/200Wx200H_618489_main.jpg,Bab Elsham Ginger Shaker - 40gm,https://cdnprod.mafretailproxy.com/sys-master-root/h28/hd1/50777900974110/1700Wx1700H_618489_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-ginger-shaker-40g/p/618489,618489,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bab Elsham Greek Spice - 55 gram,Bab El Sham,28.85,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h57/h86/51190720430110/200Wx200H_618491_main.jpg,Bab Elsham Greek Spice - 55 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hd5/h8d/51190720692254/1700Wx1700H_618491_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-greek-spice-shaker-55g/p/618491,618491,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
Bab Elsham Italian Spice - 53 gram,Bab El Sham,29.1,EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2a/h91/51190717153310/200Wx200H_618490_main.jpg,Bab Elsham Italian Spice - 53 gram,https://cdnprod.mafretailproxy.com/sys-master-root/hf8/h9a/51190717415454/1700Wx1700H_618490_main.jpg,https://www.carrefouregypt.com/mafegy/en/spices/bab-elsham-italian-spice-shaker53g/p/618490,618490,,Carrefour,Egypt,Food Cupboard,Cooking Ingredients,,
